"node/1458519300",20.932604,52.2685958,"Generała Stanisława Maczka"
"node/1458519303",20.9339359,52.2712033,"Josepha Conrada"
"node/1458519304",20.9325547,52.2685041,"Generała Stanisława Maczka"
"node/1458519309",20.9275719,52.2634932,"Piastów Śląskich"
"node/1458527834",20.9988184,52.2492906,"Świętojerska"
"node/1459949850",20.9282411,52.2802011,"Horacego"
"node/1459949875",20.9201953,52.2823637,"Tomasza Nocznickiego"
"node/1459949905",20.9286419,52.2894322,"Tomasza Nocznickiego"
"node/1460529256",20.9859608,52.2693503,"Plac Thomasa Woodrowa Wilsona"
"node/1460529283",20.9809365,52.2753283,"Adama Mickiewicza"
"node/1460529313",20.9813478,52.2750531,"Potocka / Adama Mickiewicza"
"node/1460530777",20.9651135,52.3128759,"Myśliborska"
"node/1479349318",21.0012293,52.2442554,"Generała Władysława Andersa / Aleja „Solidarności”"
"node/1479349320",21.0012103,52.2442587,"Generała Władysława Andersa / Aleja „Solidarności”"
"node/1479349322",21.0013429,52.2442768,"Generała Władysława Andersa / Aleja „Solidarności”"
"node/1479349324",21.0009773,52.2442673,"Generała Władysława Andersa / Aleja „Solidarności”"
"node/1479349329",21.0013576,52.2442794,"Generała Władysława Andersa / Aleja „Solidarności”"
"node/1479349330",21.0009658,52.2442799,"Generała Władysława Andersa / Aleja „Solidarności”"
"node/1479349331",21.0011544,52.2443111,"Generała Władysława Andersa / Aleja „Solidarności”"
"node/1479349333",21.0014086,52.2442897,"Generała Władysława Andersa / Aleja „Solidarności”"
"node/1479349334",21.0009456,52.2443015,"Generała Władysława Andersa / Aleja „Solidarności”"
"node/1479349336",21.0014324,52.2442943,"Generała Władysława Andersa / Aleja „Solidarności”"
"node/1479349337",21.0009405,52.2443073,"Generała Władysława Andersa / Aleja „Solidarności”"
